pagina,indice,texto,href,tipo,estado,destino,observacion,decision_revisor,evidencia_revisor
/lecturas/sistema-politico-etapa-clasica/,14,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/sistema-politico-etapa-clasica/: destino local presente en dist/.
/lecturas/sistema-politico-etapa-clasica/,15,Arquitectura del sistema político autoritario,/orientaciones/arquitectura-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/orientaciones/arquitectura-sistema-politico-autoritario/,,aprobado,/lecturas/sistema-politico-etapa-clasica/: destino local presente en dist/.
/lecturas/sistema-politico-etapa-clasica/,16,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/sistema-politico-etapa-clasica/: destino local presente en dist/.
/lecturas/sistema-politico-etapa-clasica/,17,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/sistema-politico-etapa-clasica/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,9,Abrir fuente institucional de El sistema político mexicano,https://dmd.unadmexico.mx/contenidos/DCSA/MODULOS/AGP/M4_AGSPAM/U2/S4/descargables/AGP_M4_U2_S4_TA.pdf,externo_institucional_o_fuente,verificado_disponible,https://dmd.unadmexico.mx/contenidos/DCSA/MODULOS/AGP/M4_AGSPAM/U2/S4/descargables/AGP_M4_U2_S4_TA.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/sistema-politico-mexicano/,10,PDF institucional de la UNADM,https://dmd.unadmexico.mx/contenidos/DCSA/MODULOS/AGP/M4_AGSPAM/U2/S4/descargables/AGP_M4_U2_S4_TA.pdf,externo_institucional_o_fuente,verificado_disponible,https://dmd.unadmexico.mx/contenidos/DCSA/MODULOS/AGP/M4_AGSPAM/U2/S4/descargables/AGP_M4_U2_S4_TA.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/sistema-politico-mexicano/,11,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,12,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,13,Neoliberalismo y alternancia,/unidades/neoliberalismo-y-alternancia/,ruta_interna,resuelto_localmente,/unidades/neoliberalismo-y-alternancia/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,14,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,15,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,16,"Estado, reelección y legitimidad en el Régimen Porfirista",/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,ruta_interna,resuelto_localmente,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,17,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,18,Arquitectura del sistema político autoritario,/orientaciones/arquitectura-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/orientaciones/arquitectura-sistema-politico-autoritario/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,19,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/sistema-politico-mexicano/,20,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/sistema-politico-mexicano/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,9,Abrir fuente institucional de Teorizando sobre la Revolución Mexicana: interpretaciones de sus historiadores y cronistas,https://inehrm.gob.mx/recursos/Libros/TeorizandoSobreRevolucionMex.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/TeorizandoSobreRevolucionMex.pdf,PDF oficial localizado y consultable en el dominio vigente del INEHRM. Verificado el 2026-09-01.,aprobado,PDF oficial localizado y consultable en el dominio vigente del INEHRM. Verificado el 2026-09-01.
/lecturas/teorizando-revolucion-mexicana/,10,PDF institucional del INEHRM,https://inehrm.gob.mx/recursos/Libros/TeorizandoSobreRevolucionMex.pdf,externo_institucional_o_fuente,verificado_disponible,https://inehrm.gob.mx/recursos/Libros/TeorizandoSobreRevolucionMex.pdf,PDF oficial localizado y consultable en el dominio vigente del INEHRM. Verificado el 2026-09-01.,aprobado,PDF oficial localizado y consultable en el dominio vigente del INEHRM. Verificado el 2026-09-01.
/lecturas/teorizando-revolucion-mexicana/,11,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,12,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,13,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,14,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,15,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/teorizando-revolucion-mexicana/,16,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/teorizando-revolucion-mexicana/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,8,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,9,"Abrir fuente institucional de Yaquis. Memoria, territorio y participación política",https://www.inehrm.gob.mx/recursos/Libros/2025_yaquis_memoria_territorio_yparticipacion_politica.pdf,externo_institucional_o_fuente,verificado_disponible,https://www.inehrm.gob.mx/recursos/Libros/2025_yaquis_memoria_territorio_yparticipacion_politica.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/yaquis-memoria-territorio-participacion-politica/,10,PDF institucional del INEHRM,https://www.inehrm.gob.mx/recursos/Libros/2025_yaquis_memoria_territorio_yparticipacion_politica.pdf,externo_institucional_o_fuente,verificado_disponible,https://www.inehrm.gob.mx/recursos/Libros/2025_yaquis_memoria_territorio_yparticipacion_politica.pdf,PDF institucional disponible.,aprobado,PDF institucional disponible.
/lecturas/yaquis-memoria-territorio-participacion-politica/,11,Régimen Porfirista,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,12,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,13,Estado surgido de la Revolución,/unidades/estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/unidades/estado-surgido-de-la-revolucion/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,14,Neoliberalismo y alternancia,/unidades/neoliberalismo-y-alternancia/,ruta_interna,resuelto_localmente,/unidades/neoliberalismo-y-alternancia/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,15,"Modernización, territorio y contradicciones en el Régimen Porfirista",/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,ruta_interna,resuelto_localmente,/orientaciones/modernizacion-territorio-contradicciones-regimen-porfirista/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,16,Trama transversal de la Unidad 3 — Estado surgido de la Revolución,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,ruta_interna,resuelto_localmente,/orientaciones/unidad-3-estado-surgido-de-la-revolucion/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,17,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/lecturas/yaquis-memoria-territorio-participacion-politica/,18,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/lecturas/yaquis-memoria-territorio-participacion-politica/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,8,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,9,HIST2_0005: La Revolución y los revolucionarios. Tomo II: Maderismo,/lecturas/maderismo/,ruta_interna,resuelto_localmente,/lecturas/maderismo/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,10,HIST2_0008: Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,11,Ruta A: Del antirreeleccionismo al levantamiento,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,12,La Revolución y los revolucionarios. Tomo II: Maderismo,/lecturas/maderismo/,ruta_interna,resuelto_localmente,/lecturas/maderismo/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,13,Ruta A: Del antirreeleccionismo al levantamiento,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,14,Documentos fundamentales de la Revolución Mexicana,/lecturas/documentos-fundamentales-revolucion-mexicana/,ruta_interna,resuelto_localmente,/lecturas/documentos-fundamentales-revolucion-mexicana/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,15,Revolución Mexicana,/unidades/revolucion-mexicana/,ruta_interna,resuelto_localmente,/unidades/revolucion-mexicana/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,16,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/,17,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/antirreeleccionismo-levantamiento-revolucion-mexicana/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,8,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,9,HIST2_0003: El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,10,HIST2_0016: El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,11,Ruta A: Arquitectura del sistema autoritario,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,12,El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,13,Ruta A: Arquitectura del sistema autoritario,#ruta-analisis-a,ancla_en_pagina,resuelto_localmente,#ruta-analisis-a,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,14,El sistema político mexicano: la etapa clásica,/lecturas/sistema-politico-etapa-clasica/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-etapa-clasica/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,15,Consolidación del sistema político autoritario,/unidades/consolidacion-sistema-politico-autoritario/,ruta_interna,resuelto_localmente,/unidades/consolidacion-sistema-politico-autoritario/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,16,Metodología y límites,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/arquitectura-sistema-politico-autoritario/,17,Navegación docente,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/arquitectura-sistema-politico-autoritario/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,1,Saltar al contenido principal,#contenido-principal,ancla_en_pagina,resuelto_localmente,#contenido-principal,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,2,HII Historia Contemporánea de México II Preparatoria Agrícola · UACh,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,3,Lecturas,/lecturas/,ruta_interna,resuelto_localmente,/lecturas/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,4,Unidades,/unidades/regimen-porfirista/,ruta_interna,resuelto_localmente,/unidades/regimen-porfirista/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,5,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,6,Acerca,/acerca/,ruta_interna,resuelto_localmente,/acerca/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,7,Inicio,/,ruta_interna,resuelto_localmente,/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,8,Orientaciones,/orientaciones/,ruta_interna,resuelto_localmente,/orientaciones/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,9,HIST2_0001: La dictadura porfirista,/lecturas/dictadura-porfirista/,ruta_interna,resuelto_localmente,/lecturas/dictadura-porfirista/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,10,"HIST2_0019: Porfirio Díaz (1830-1915): La Constitución, la dictadura y la reelección",/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,ruta_interna,resuelto_localmente,/lecturas/porfirio-diaz-constitucion-dictadura-reeleccion/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,11,HIST2_0003: El sistema político mexicano,/lecturas/sistema-politico-mexicano/,ruta_interna,resuelto_localmente,/lecturas/sistema-politico-mexicano/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,12,"Ruta B: Estado, reelección y legitimidad",#ruta-analisis-b,ancla_en_pagina,resuelto_localmente,#ruta-analisis-b,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/,13,La dictadura porfirista,/lecturas/dictadura-porfirista/,ruta_interna,resuelto_localmente,/lecturas/dictadura-porfirista/,,aprobado,/orientaciones/estado-reeleccion-legitimidad-regimen-porfirista/: destino local presente en dist/.
